Razão_Social;geom;Data_de_Ativação
POSTO SERGÁS DE CAMPOS LTDA.;-41.32373090000001,-21.731598300000012;09/2005
POSTO SERRA DE MERITI LTDA;-43.3646135,-22.790913000000018;09/2004
POSTO SERRA DO MARA LTDA;-42.6841075,-22.52986870000001;10/2004
POSTO SERVAUTO LTDA;-43.414936,-22.806288200000004;09/2004
POSTO SERVICENTRO CARNEIRO LTDA;-43.4539272,-22.8749707;10/2004
POSTO SERVIÇO VIP DE SÃO JOÃO DE MERITI LTDA.;-43.374665900000004,-22.801921800000013;10/2004
POSTO SHUMACHER COMBUSTÍVEIS LTDA.;-43.016851100000004,-22.808135500000013;10/2004
POSTO SIERRA NEVADA - ESTANCIA DE SERVIÇOS LTDA;-42.9711447,-22.414788499999997;10/2004
POSTO SILOMAR DE COMBUSTIVEIS E ACESSÓRIOS LTDA;-43.3711083,-22.92165410000001;10/2004
POSTO SOCAPE ( SOC. CAXIENSE DE PETROLEO LTDA);-43.3049318,-22.7823116;10/2004
POSTO SOL DA DUTRA LTDA;-44.28230659999999,-22.467409700000008;09/2004
POSTO SOL DA DUTRA LTDA;-44.4068827,-22.45681420000002;12/2014
POSTO SOL MAXI COMERCIO DE COMB. E SER. AUTOMOTIVOS LT;-44.01398530000001,-22.496912500000004;10/2004
POSTO SOUTO BAHIA II LTDA;-41.9355602,-22.521765300000002;12/2011
POSTO STAMIEL LTDA.;-43.4289497,-22.431391400000013;03/2005
POSTO STATUS COMERCIO DE GAS NATURAL VEICULAR LTDA;-42.9899491,-22.535199;03/2013
POSTO SERRA DA TIRIRICA LTDA;-43.0642045,-22.907763500000012;10/2009
POSTO SINAGOGA LTDA;-43.54009609999999,-22.782741700000006;09/2004
POSTO STELLA DE ABASTECIMENTO LTDA;-43.170911100000005,-22.9531919;09/2004
POSTO SUL AMERICANO LTDA.;-44.422058,-22.457958600000005;10/2004
POSTO SUPERSONICO LTDA;-43.2494233,-22.813409799999995;10/2004
POSTO SURUI LTDA;-43.15325930000001,-22.652718600000014;10/2004
POSTO TAQUARA LTDA;-43.3743646,-22.92295860000002;10/2004
POSTO THAYLUAM LTDA;-43.1983126,-22.61421480000001;10/2004
POSTO TIC TAC DE MACAE LTDA;-41.7755539,-22.383387700000004;10/2004
POSTO TIGRAO DE IGUABA LTDA;-42.20934749999999,-22.841183900000004;10/2004
POSTO TITAN DE MACAE LTDA;-41.7827461,-22.383670500000004;01/2005
POSTO TOP 7 LTDA;-41.77666829999999,-22.378521500000016;10/2004
POSTO TRES AMIGOS LTDA;-42.3556426,-22.83630390000001;09/2004
POSTO TREVO DE BÚZIOS LTDA.;-42.034056400000004,-22.727530700000003;07/2005
POSTO TREVO DE OGIVA LTDA.;-42.0148328,-22.86649560000001;04/2009
POSTO TREVO LITORAL LTDA;-41.79836310000001,-22.3632008;10/2004
POSTO TRIANGULO DE CANTAGALO LTDA;-42.3614947,-21.98647730000001;01/2005
POSTO TRIANGULO ITAPERUNA LTDA.;-41.882205,-21.21429180000001;10/2004
POSTO TRIANGULO ITAPERUNA LTDA.;-41.885252300000005,-21.212569100000007;10/2011
POSTO TRIANGULO ITAPERUNA LTDA.;-41.8644031,-21.20752210000001;12/2011
POSTO TRIBOBO LTDA;-43.02404500000001,-22.854805400000014;10/2004
POSTO TULIPA LTDA.;-43.351575000000004,-22.936500000000002;01/2005
POSTO TURCÃO LTDA;-43.42964010000001,-22.433702799999995;02/2012
POSTO UBAJARA LTDA;-43.0324471,-22.793726200000002;10/2004
POSTO UNIAO II PADUA COMBUSTIVEIS LTDA;-42.180335500000005,-21.5454112;09/2004
POSTO UNIÃO PÁDUA LTDA;-42.17413170000001,-21.547824500000008;10/2004
POSTO VAGALUME LTDA;-43.029510000000016,-22.66538270000001;10/2004
POSTO VALE DO PARAÍSO LTDA.;-42.96202450000001,-22.400081000000018;10/2004
POSTO VALE DO PARAÍSO LTDA.;-42.9620137,-22.40011429999999;10/2004
POSTO VALONGO LTDA;-43.278984900000005,-22.671569900000005;10/2004
POSTO VALVERDÃO LTDA.;-42.9660207,-22.178412900000005;01/2005
POSTO VANIA DE ABASTECIMENTO LTDA;-43.2885662,-22.89607220000001;09/2004
POSTO VARZEA LTDA;-42.9756016,-22.416960499999995;10/2004
POSTO VENCEDOR LTDA;-43.3723513,-22.80376340000002;06/2005
POSTO VERDE MAR LTDA.;-44.31369469999999,-23.008318400000014;07/2009
POSTO VIA LAGOS LTDA;-42.11995000000002,-22.82714700000001;10/2004
POSTO VIA 11 LTDA;-43.3654631,-22.98954770000001;10/2004
POSTO VIANENSE DE PETROLEO LTDA;-43.258145500000005,-22.89394710000001;10/2004
POSTO VICOM LTDA;-43.366038,-22.980871600000018;09/2004
POSTO VILA GUARANI LTDA;-42.53407959999999,-22.288726100000012;10/2004
POSTO VILA ISABEL LTDA;-43.2385174,-22.91426750000002;06/2012
POSTO VILA NOVA FRIBURGO LTDA.;-42.53311310000001,-22.27131920000001;09/2005
POSTO VITÓRIA DE MESQUITA LTDA - ME;-43.4294974,-22.782226299999998;09/2004
POSTO VOLTA REDONDA LTDA;-44.13420530000002,-22.528115799999995;09/2004
POSTO VOLTAÇO DE VOLTA REDONDA LTDA.;-44.0933584,-22.504493500000006;07/2006
POSTO VARZEA DAS MOÇAS LTDA.;-43.1255103,-22.887493699999997;08/2012
POSTO VIP LTDA;-43.456194,-22.759517800000005;10/2004
POSTO VOVÔ BAIÃO LTDA.;-42.5323051,-22.293300700000003;05/2005
POSTO WALTAR LTDA. - ME.;-42.3652391,-22.027222000000013;10/2004
POSTO WEB MAX DE COMBUSTIVEIS LTDA;-41.309968,-21.76115840000001;09/2004
POSTO 01 TREVO ERMITAGE DE TERESÓPOLIS LTDA.;-42.9488285,-22.415933999999996;03/2012
POSTO 13 DE JULHO DE TERESÓPOLIS LTDA;-42.9665447,-22.419865499999993;10/2004
POSTO 15 DE COMBUSTIVEIS LTDA;-43.420357900000006,-22.801555700000023;10/2004
POSTO 17 DE JULHO LTDA;-44.0922504,-22.512208500000014;10/2004
POSTO 2015 COMBUSTÍVEIS LTDA.;-42.470080300000006,-22.895441799999997;12/2011
POSTO 318 REVENDA DE COMBUSTÍVEIS LTDA.;-42.875064099999996,-22.930787600000006;01/2008
POSTO 5 ESTRELAS DE VALÃO DO BARRO LTDA.;-42.13133150000001,-21.954043400000018;10/2004
POSTOBELLO COMÉRCIO DE COMBUSTÍVEIS LTDA.;-44.03453420000002,-22.93850070000002;02/2006
POSTOS E GARAGES DOS CINCO LTDA;-43.19115260000001,-22.89965910000001;10/2004
POSTOS IATE COMERCIO E SERVIÇOS LTDA;-43.1804118,-22.949121900000016;10/2004
POSTOS PASSAREDO LTDA;-43.242988800000006,-22.87517150000002;10/2004
POUSADA CAMINHONEIROS COMBUSTÍVEIS E LUBRIFICANTES LTDA;-43.27371900000001,-22.813173800000015;10/2006
PRAÇA GÁS DISTRIBUIDORA  LTDA;-42.644883,-22.7177439;03/2011
PRAMAR GAS LTDA ME;-41.3244537,-21.794143199999997;07/2012
PRATA CONCRETO LTDA;-43.22484990000001,-22.880138800000008;12/2013
P.R.DE SOUZA FILHO COM.GAS LIQUEFEITO;-43.613034,-22.89672750000001;05/2006
PREDITIVA AUTO POSTO LTDA;-43.286969400000004,-22.621343200000005;10/2004
POSTO 2001 LTDA.;-42.85629160000001,-22.745935600000006;10/2004
PREDITIVA DE PETROPOLIS AUTO POSTO LTDA;-43.18711880000001,-22.508176899999995;09/2004
PREFEITURA DE SAO GONCALO;-43.060959,-22.835558900000017;12/2013
PREFEITURA MUNICIPAL DE  MACAÉ;-41.78743779999999,-22.377830799999998;04/2014
Prefeitura Municipal de Duas Barras;-42.5187211,-22.05242800000001;05/2012
PREFEITURA MUNICIPAL DE ITAGUAÍ;-43.7779091,-22.863192299999998;08/2012
prefeITURA MUNICIPAL DE MARICA;-42.8832691,-22.931867700000016;11/2012
PREFEITURA MUNICIPAL DE MIGUEL PEREIRA;-43.4728239,-22.45580710000001;03/2011
Prefeitura Municipal de Nova Friburgo;-42.519918,-22.23818060000001;05/2011
Prefeitura Municipal de Santa Maria Madalena;-42.009714500000015,-21.957738200000016;01/2014
Prefeitura Municipal de São José de Ubá;-41.936993600000015,-21.360762399999995;03/2014
PREFEITURA MUNICIPAL DE TERESOPOLIS;-42.96309149999999,-22.3994776;12/2013
Prefeitura Municipal de Valença;-43.7068952,-22.2459149;02/2013
PREMIUM AUTO ÔNIBUS;-43.24775030000001,-22.868780700000013;05/2012
PREMIX SG CONCRETAGEM INDUSTRIAL;-43.00567240000002,-22.868089100000002;12/2014
PRESSAO UM AUTO POSTO E SERVIÇO LTDA;-43.3386295,-22.840018900000018;10/2004
PRIMORDIAL COMÉRCIO DE GÁS LP LTDA ME;-43.3272549,-22.78963890000002;01/2010
PRINCIPAL DISTRIBUIDORA DE GÁS LTDA;-43.3018227,-22.8752494;08/2009
PRODUTOS ALIMENTICIOS CADORE S/A.;-43.394162400000006,-22.776877000000017;05/2008
PROJETO UM - GAS - COMERCIO LTDA;-41.32192169999999,-21.727378799999993;04/2010
PRONTO PLAN CONSTRUÇOES E TERRAPLANAGENS;-41.7892109,-22.379943300000015;01/2011
PSA PEUGEOT CITROËN AUTOMÓVEIS DO BRASIL LTDA;-44.3306316,-22.41911000000001;05/2008
PRINCIPE REAL COM.GAS LTDA.;-43.5096999,-22.745726700000017;06/2008
PSTGAZ COMÉRCIO E TRANSPORTE LTDA EPP;-43.27603669999999,-22.819673900000016;11/2009
PUROGAS - GNV AUTO POSTO LTDA;-43.01983130000001,-22.818916800000004;10/2004
PUROGAS - GNV AUTO POSTO LTDA;-43.0321083,-22.8173606;07/2005
PUROGAS MUTUA POSTO DE GASOLINA LTDA.;-43.03798479999999,-22.809192200000012;01/2008
QUALIMAX 10 POSTO DE GASOLINA LTDA.;-43.01782500000001,-22.41124440000002;01/2005
QUARTZO CONCRETO LTDA;-42.36556800000001,-22.890333700000017;06/2008
QUARTZO CONCRETO LTDA;-41.31412100000001,-21.78546230000001;06/2008
QUARTZO CONCRETO LTDA;-42.95933010000001,-22.408017900000004;06/2008
QUARTZO CONCRETO LTDA;-43.03983450000001,-22.656602200000012;06/2008
QUARTZO CONCRETO LTDA;-42.102959600000005,-22.833664299999995;06/2008
QUARTZO CONCRETO LTDA;-41.7767194,-22.37012980000002;06/2008
QUARTZO CONCRETO LTDA;-41.9766701,-22.548219600000014;04/2012
QUARUP COMBUSTÍVEIS LTDA;-42.52302110000001,-22.308128400000015;10/2004
QUATRO AMIGOS POSTO E SERVIÇOS LTDA.;-43.3510086,-22.855250900000005;02/2010
QUEBRA GALHO DEPOSITO DE GAS LTDA ME;-43.44638520000001,-22.885775400000004;03/2010
QUEIROZ E CLEANTO COM DE GAS E TRANSP LTDA - ME;-43.303653399999995,-22.807584300000013;01/2009
QUISSAGAS MATERIAIS ELETRICOS E CONSTRUCAO LTDA - ME;-41.4696504,-22.103595600000002;12/2008
R A CONSTANTINO COMERCIO DE GAS LTDA - ME;-41.3149643,-21.764473200000005;06/2013
R A OLIVEIRA COMÉRCIO DE GÁS ME;-43.3412341,-22.738675;09/2010
R. B. DE CARVALHO & CARVALHO LTDA-ME;-41.316101100000004,-21.724649300000017;07/2008
R C A 09 COMERCIO E DEPOSITO DE GAS LIMITADA;-42.727511099999994,-22.7575537;11/2010
R. C. DE QUEIMADOS COMÉRCIO DE GÁS LTDA.;-43.5522256,-22.710668499999997;05/2010
R C POSTO DE COMBUSTIVEIS LTDA;-44.06488260000001,-22.49059050000001;02/2014
R. DE OLIVEIRA ANDRADE PINTO ME;-44.12028649999999,-22.48752869999999;05/2011
R. DE S. FERREIRA DE MARCO COM. E POSTO DE REVENDA DE GÁS;-43.43823470000001,-22.801075300000015;07/2010
R. E. A. NASCIMENTO DIST. DE GÁS LTDA. ME;-43.4289497,-22.431391400000013;05/2010
R. F. COMERCIO DE PETROLEO LTDA.;-41.616893000000005,-21.48509000000001;10/2004
R. J. FABBRI ROSA DISTRIBUIDORA DE GÁS;-41.870487700000005,-20.928052400000006;08/2010
R J X COMÉRCIO DE COMBUSTIVEIS E SERVIÇOS LTDA;-43.1725262,-22.82536100000001;07/2011
R LUBANCO DE ASSIS COMÉRCIO DE GÁS ME;-41.30756890000001,-21.72031610000001;06/2011
R M CORDEIRO;-43.0049519,-22.832349300000015;08/2005
R M DA SILVA COMERCIO DE GAS;-43.30757080000001,-22.786948699999996;09/2014
R. M. LEITE DE FREITAS COMÉRCIO DE GÁS.;-43.6366439,-22.928257500000004;07/2007
R. M. LEITE DE FREITAS COMÉRCIO DE GÁS.;-43.628076400000005,-22.924343400000012;11/2009
R M SOUSA REVENDA DE GLP ME.;-43.2782165,-22.759886999999996;05/2010
R P DE OLIVEIRA DEPOSITO DE GAS - ME;-42.98264619999999,-22.52327020000001;05/2014
R P GUIMARÃES COMÉRCIO DE GAS ME.;-44.1792344,-22.55374380000001;03/2010
R. PAES COMERCIO DE GAS LTDA;-41.2955451,-21.808973500000018;09/2010
R. PORFIRIO COMÉRCIO DE GÁS LTDA - ME;-43.3745382,-22.781379500000003;08/2009
R R BOMFIM COMÉRCIO E TRANSPORTES DE GÁS LTDA - ME.;-43.0579671,-22.820160900000023;10/2008
R R DE ASSIS POSTO DE REVENDA DE GAS LP;-42.166877299999996,-22.844206600000017;12/2010
R S DA SILVA REVENDA DE GÁS LTDA;-43.064234,-22.813476699999995;08/2009
R. Z. PINTO COMÉRCIO DE GÁS LTDA - ME;-41.25594960000001,-21.8391958;08/2010
R 2 DISTRIBUIDORA DE GAS LTDA - ME;-43.363003899999995,-22.824380900000005;03/2013
R 2 POSTO DE ABASTECIMENTO DE GÁS VEICULAR LTDA.;-44.060778600000006,-22.500732700000018;01/2008
RAÇÕES XIMANGO INSDUSTRIA E COMERCIO LTDA.;-43.7068952,-22.2459149;06/2008
RAENGAS COMERCIO DE GAS LTDA ME.;-43.3060945,-22.899650400000006;11/2009
RAFAEL ANTONIO DE SOUZA FILHO DISTRIBUIDORA DE GÁS ME;-43.3076318,-22.747771099999998;10/2009
RAINBOW COMÉRCIO DE COMBUSTÍVEIS EIRELI - EPP;-43.3670557,-22.862912100000017;04/2005
RAINHA DO GÁS DE IRAJÁ LTDA. ME.;-43.3316557,-22.830455199999992;12/2009
RAIZEN COMBUSTÍVEIS S.A.;-43.1709836,-22.828705900000006;09/2004
RAIZEN COMBUSTÍVEIS S.A.;-43.2858631,-22.702472200000003;07/2005
RAJS BRAZÃO MATERIAL DE CONSTRUCÃO LTDA;-44.7185799,-23.220993600000003;04/2010
R.A.M. GONÇALVES - REVENDA DE GÁS;-43.0591776,-22.820498500000003;05/2008
RANAL COMERCIO DE GAS LTDA ME;-43.500737000000015,-22.878062800000016;12/2012
RANATHA DISTRIBUIDORA DE GÁS LTDA.;-43.28411860000001,-22.837070200000007;12/2009
RANSPORTES VILA ISABEL SA;-43.25585130000001,-22.920237900000014;06/2008
RAPIDO MACAENSE LTDA;-41.7840562,-22.37228670000001;05/2008
RAPIDO MACAENSE LTDA;-41.9373419,-22.522848400000004;08/2008
R.C. VIEIRA ENGENHARIA LTDA;-42.9723698,-22.788761200000003;12/2011
RCL DE OLIVEIRA COMÉRCIO E REPRESENTAÇÕES;-42.0369123,-22.854695499999995;08/2008
REAL AUTO ONIBUS LTDA;-43.240567399999996,-22.875873700000003;02/2008
REAL AUTO ONIBUS LTDA;-43.2439231,-22.858336800000007;01/2013
RAL COMERCIO DE GAS LTDA;-42.83606089999999,-22.73738180000002;07/2009
RAINHAS DE NOVA IGUAÇU COMÉRCIO DE GÁS LTDA. - ME;-43.4757812,-22.760200799999996;04/2010
REAL COMÉRCIO DE GÁS LTDA.;-43.188500299999994,-22.1176165;06/2009
REALMA MANUTENÇAO E SERVIÇOS LTDA;-43.8070107,-22.872134399999997;02/2011
RECANTOS COMERCIO DE GAS LTDA - ME;-41.66170139999999,-22.188894800000007;07/2014
RECANTUAÇU REVENDA DE GAS LTDA.;-43.0022222,-22.958599800000012;04/2010
RECASTRO DISTRIBUIDORA DE GAS LTDA.;-43.37125629999999,-22.82831970000001;03/2010
RECASTRO R.O COMÉRCIO DE GÁS - LTDA;-41.98472640000001,-22.57028110000001;08/2009
RECREIO COMERCIO DE GAS LTDA ME;-43.380028,-22.994919100000004;03/2012
REDE ENERGIA LTDA;-41.3036339,-21.761375500000003;10/2004
REDE HORA COMBUSTÍVEIS LTDA.;-43.226034,-22.97312320000001;07/2011
REDE OSORIOS DE MARICÁ COMÉRCIO DE GAS NATURAL COMPRIMIDO LTDA.;-42.8142513,-22.912407299999995;01/2009
REDE OSORIO¿S 3 DE CAMPO GRANDE COMÉRCIO DE COMBUSTÍVEIS LTDA.;-43.57132370000001,-22.925728399999993;01/2009
REDENTOR COMÉRCIO DE GÁS LTDA.;-43.4518843,-22.687134700000016;08/2010
REI DE XEREM DISTRIBUIDORA DE GAS LTDA ME;-43.3120151,-22.574191299999995;06/2012
REI DO GÁS DE SÃO GONÇALO REVENDAS LTDA.;-43.0142153,-22.81229930000002;02/2010
REI SÃO JORGE COMÉRCIO E TRANSPORTE DE GÁS LTDA. ME;-43.3336705,-22.8431218;08/2006
REIMARCK COMERCIO DE GAS LP LTDA ME.;-43.3499836,-22.765577199999996;11/2010
REIS & CHAVES LTDA;-43.14253460000001,-22.44671530000001;12/2008
REITUR TURISMO LTDA;-43.24775030000001,-22.868780700000013;12/2009
REALEZA DE IGUAÇU COMB. E PNEUS LTDA;-43.456763099999996,-22.747159900000003;10/2004
REDE CH4 DE COMBUSTIVEIS LTDA;-43.440283900000004,-22.760684700000017;10/2004
RELUTH GÁS E TRANSPORTE LTDA.;-41.0729964,-21.49773000000002;10/2010
REMAGÁS COMÉRCIO DE GÁS VAREJISTA LTDA.;-43.377526800000005,-22.773875599999997;10/2007
REMAN COMERCIO DE PETROLEO LTDA;-43.3994218,-22.829419300000005;09/2004
REMANESCENTE GAS E COMERCIO LTDA;-43.0310951,-22.778487600000005;07/2011
REMON AUTO POSTO LTDA;-43.1840091,-22.933083500000013;09/2004
RENAGAS COMÉRCIO E TRANSPORTADORA DE GÁS LTDA ME.;-43.36219299999999,-22.8082942;08/2008
RENASCENÇA COMÉRCIO DE GÁS LTDA.;-43.219297,-22.641070099999997;09/2010
RENATA MENDONCA SABAG 07218418724;-43.4289497,-22.431391400000013;02/2013
RENO GAS DE MERITI DISTRIBUIDORA LTDA.;-43.367701499999995,-22.76908370000001;04/2010
RENOVO DO JABOUR REVENDEDORA DE GÁS LTDA.;-43.4939033,-22.883366899999995;06/2009
REOBOTE COMÉRCIO DE GÁS LP LTDA ME;-43.334546400000015,-22.7905166;02/2012
RER COMÉRCIO DE GLP LTDA;-43.5349404,-22.85284660000001;02/2010
RERJ DE PAULA COMÉRCIO DE GÁS LTDA. ME;-44.1915143,-22.5144394;12/2006
RETIRO DA IMPRENSA COMÉRCIO DE GÁS LTDA.;-43.408709900000005,-22.7406725;10/2008
REVENDA DE GAS LEGAL DA VILA LTDA EPP;-43.291426900000005,-22.774606400000007;10/2012
REVENDA DE GLP DO VANDO LTDA.;-41.616893000000005,-21.48509000000001;06/2010
REVENDEDOR DE GAS GUATEMALA LTDA - ME;-43.2807565,-22.825725400000014;12/2013
REVENDEDORA  DE GÁS RIO 1500 LTDA;-43.3300215,-22.95836250000001;03/2011
REVENDEDORA ALEX GÁS;-43.41741330000001,-22.771129300000016;05/2010
REVENDEDORA AUTORIZADA DE GÁS MALLET LTDA ME;-43.414046200000016,-22.879139999999996;05/2011
REVENDEDORA DE GAS ABRAO LTDA - ME;-43.35875899999999,-22.81357350000001;07/2009
REVENDEDORA DE GAS BENEGAS DE MERITI LTDA;-43.387311399999994,-22.777268300000014;11/2009
REVENDEDORA DE GAS CABUIS LTDA.;-43.358192900000006,-22.732621700000003;05/2010
REVENDEDORA DE GÁS CAMAIPI LTDA ME;-43.5461934,-22.906736000000006;03/2011
REVENDEDORA DE GAS COPA 2006 LTDA-ME;-43.34481960000001,-22.8582661;07/2008
REVENDEDORA DE GAS EDICRIS LTDA ME.;-43.2935279,-22.779468500000018;09/2010
REVENDEDORA DE GAS GRANDE CHAMA LTDA - ME;-43.359592,-22.802934600000007;07/2013
REVENDEDORA DE GAS INEL LTDA ME;-43.23013360000001,-22.702348900000015;01/2012
REVENDEDORA DE GÁS JODOMAR LTDA;-43.2153329,-22.08899070000002;08/2009
REVENDEDORA DE GÁS LEGAL DE MERITI LTDA. ME.;-43.3932963,-22.7833687;12/2010
REVENDEDORA DE GÁS LUTTERBACH E SILVA LTDA ME;-42.3615801,-21.987365800000013;01/2011
REVENDEDORA DE GÁS M M BADOLATI LTDA - ME;-43.49724,-22.47685190000001;08/2010
REVENDEDORA DE GÁS NATUREZA DO AMAPÁ LTDA.;-43.3511241,-22.679066499999998;06/2008
REVENDEDORA DE GÁS PAIS E FILHOS DO PARQUE SUÉCIA LTDA;-43.3433498,-22.7370098;03/2007
REVENDEDORA DE GAS PINGO LTDA ME;-43.3464633,-22.817681200000006;01/2012
REVENDEDORA DE GÁS RARO LTDA.;-42.70717729999999,-21.891788900000012;08/2008
REVENDEDORA DE GÁS SÃO JORGE DE COSMOS LTDA ME;-43.61819440000001,-22.919356099999995;11/2009
REVENDEDORA DE GÁS TANDY LTDA.;-43.4322374,-22.7988082;11/2009
REVENDEDORA DE GÁS VIANA & VIAL LTDA EPP;-43.268951,-22.905919000000008;02/2010
REVENDEDORA DE GAS VILA SÃO LUIZ LTDA;-43.296064400000006,-22.771386600000007;02/2010
REVENDEDORA DE GÁS 4º CENTENÁRIO LTDA.;-43.43690910000001,-22.894765099999997;08/2009
REVENDEDORA DE GLP VULCANO LTDA;-43.3871644,-22.953732700000018;08/2010
REVENDEDORA DRIK GAS LTDA;-43.022839,-22.808435;02/2010
REVENDEDORA DRIK GAS LTDA;-43.069252799999994,-22.811733800000013;02/2010
REVENDEDORA E TRANSPORTE DE GÁS ELDORADO LTDA.;-43.3053106,-22.7862985;07/2010
REVENDEDORA GAIZAO DE NILOPOLIS LTDA - ME;-43.411815900000015,-22.80592409999999;12/2012
REZENDE & REZENDE DERIVADOS DE PETRÓLEO LTDA.;-41.6626544,-21.134636700000005;03/2010
RH MORAES POSTO DE GASOLINA LTDA;-44.67058987356585,-22.502369646999465;01/2005
RHESUS - RIO AUTO POSTO LTDA.;-43.41091250000001,-22.818237100000015;11/2006
RIBEIRO E PASSALINI DERIVADOS DE PETRÓLEO LTDA;-41.663582500000004,-21.141972600000006;01/2005
RIBEIRO ROMANO X GAS LTDA;-43.36685700000001,-22.79878040000001;04/2012
RICA TRANSPORTADORA LTDA;-43.262387200000006,-22.871146100000004;07/2012
RICARDO LOPES DE CASTRO DISTRIBUIDORA DE GAS;-43.40165379999999,-22.915454700000012;01/2012
RICARDO TEIXEIRA DE CASTRO - ME;-41.6826186,-21.145343999999994;03/2011
RIO BONITO 2000 COMBUSTIVEIS LTDA;-43.5690344,-22.900504800000014;10/2004
RIO CAMPOS VEICULOS LTDA;-41.328633100000005,-21.7519357;10/2004
RIO D OURO TRANSPORTES COLETIVOS LTDA;-43.365703200000006,-22.7960104;01/2012
TRANSPORTADORA TRIAUTO LTDA;-43.37518800000001,-22.92315610000002;11/2009
RIO GÁS PRE COMÉRCIO DE GÁS LTDA;-43.543290000000006,-22.909448899999997;02/2010
RIO GAS 1 DE MERITI LTDA;-43.3886605,-22.775882900000003;06/2010
RIO GAS-SAN COMÉRCIO E DISTRIBUIÇÃO DE GÁS LTDA. ME.;-43.5030289,-22.88026480000001;06/2008
RIO ITA LTDA;-43.0262849,-22.796364600000004;06/2008
RIO DO OURO POSTO DE SERVIÇOS LTDA;-42.9983178,-22.8761502;10/2004
RIO DE JANEIRO REFRESCOS LTDA;-43.50826719999999,-22.74393970000001;06/2012
RIO ITA LTDA;-42.650477500000015,-22.456601099999997;06/2008
RIO ITA LTDA;-42.6157157,-22.710036399999993;06/2008
RIO JPA GAS REVENDEDORA LTDA;-43.3475827,-22.958585700000008;09/2009
RIO JPA GAS REVENDEDORA LTDA;-43.34702350000001,-22.953521900000005;08/2010
Rio Lagos Transportes Ltda;-42.4759245,-22.909461600000007;05/2012
RIO MARACANA POSTO DE GASOLINA LTDA;-43.2360251,-22.921331800000015;09/2004
RIO NOVA PARADA SRC - POSTO DE GASLINA LTDA.;-43.22585540000001,-22.88588000000001;05/2005
RIO PAPUCAIA COMERCIO DE GAS LTDA;-42.6527549,-22.46629960000001;07/2011
RIO PON AUTO SERVICO LTDA;-43.27117820000001,-22.906932700000016;10/2004
RIO ROTAS TRANSPORTES E TURISMO LTDA;-43.59504650000001,-22.869407900000017;01/2012
RIO 1006 JACAREPAGUA REVENDEDORA DE GÁS LTDA.;-43.3300215,-22.95836250000001;06/2008
RIOGÁS COMÉRCIO DE GÁS LTDA.;-43.2412053,-22.64196060000002;04/2010
RIOS BARBOSA COMERCIO DE GAS LTDA ME.;-41.32223719999999,-21.7566675;06/2010
RIP SERVIÇOS SIDERÚRGICOS LTDA;-43.71325709999999,-22.904392700000013;04/2010
RIVIERA DEL SOL AUTO SERVICE LTDA;-42.3613459,-22.884030900000003;10/2004
R.J.C.I.COMERCIO E DISTRIBUIDORA DE GAS LTDA;-43.69945930000001,-22.9613377;12/2013
RM MARFIM COMERCIO DE GAS LTDA ME.;-43.366546,-22.78292670000001;09/2011
RM 1056 COMÉRCIO DE GÁS LIQUEFEITO DE PETRÓLEO LTDA ME;-43.0472881,-22.799794100000007;11/2010
ROCAL PRODUTOS DE PETRÓLEO LTDA.;-43.18757,-22.956821900000016;10/2004
ROCHA MONTEIRO GAS EIRELI - ME;-42.21442160000001,-22.839607100000002;02/2010
ROCHA MONTEIRO GAS EIRELI - ME;-42.4757672,-22.908880900000018;04/2010
RODOGÁS POSTO PRESIDENTE LTDA;-44.42303420000001,-22.45785320000001;03/2009
RODOMAC DE MACAÉ RODOVIÁRIO LTDA;-41.7827461,-22.383670500000004;02/2012
RODOPORTO OASIS LTDA.;-42.201543099999995,-22.483672500000008;08/2007
RODOVIARIA A MATIAS LTDA;-43.298348000000004,-22.902440100000018;07/2008
RODOVIÁRIO LÍDER LTDA;-44.1020634,-22.514385200000007;12/2011
RODOVIÁRIO RAMOS LTDA;-43.28748879999999,-22.75022190000001;12/2008
RODOVIARIO UNIAO LTDA;-43.4528231,-22.986109400000007;03/2008
RODRIGO COSTA DE LIMA COMÉRCIO DE GÁS;-43.29709210000001,-22.822544600000004;10/2009
RODRIGUES E ASCENCIANO COMERCIO DE COMBUSTIVEIS LTDA;-41.8632919,-22.0892456;09/2004
RODRIGUES E AZEVEDO COM. DE GÁS LTDA ME;-44.1311819,-22.530646200000003;12/2009
RODRIGUES POSTO E SERVICOS LTDA;-43.0049782,-22.832376699999994;10/2004
RODRIGUEZ E LUDWIG LTDA;-43.2387616,-22.919719800000017;12/2012
ROGERIO C DE SOUZA COMERCIO DE GAS - ME.;-43.33874399999999,-22.732016800000014;07/2011
ROHFF COMÉRCIO VAREJISTA DE GÁS LIQUEFEITO DE PETRÓLEO LTDA;-43.3573382,-22.945310199999998;11/2010
ROMUALDO DOS SANTOS FILHO ME;-43.5522256,-22.710668499999997;05/2012
RONALDO NICOLAU;-43.4198065,-22.786432900000012;11/2009
RONALDO RODRIGUES RAPOSO 71103406787;-43.0527876,-22.846279099999997;11/2013
RONIFARIA - COMÉRCIO VAREJISTA DE GÁS LIQUEFEITO DE PETRÓLEO LTDA - ME;-44.48429900000001,-22.478077400000007;01/2009
RONIFARIA - COMÉRCIO VAREJISTA DE GÁS LIQUEFEITO DE PETRÓLEO LTDA - ME;-44.31246480000001,-22.439954799999995;06/2012
